Nombre,Edad,Departamento,Calificacion,Beca
Laura Perez,21,Economia,5.55,No
Maria Perez,26,Biologia,6.74,No
Luis Martinez,26,Derecho,2.11,No
Elena Lopez,30,Ingenieria,7.88,Si
Ana Garcia,18,Economia,8.58,No
Sofia Rodriguez,27,Ingenieria,1.58,No
Elena Garcia,19,Derecho,2.74,No
Pedro Martinez,20,Arte,6.8,Si
Carlos Rodriguez,30,Biologia,2.98,Si
Sofia Martinez,24,Arte,4.85,Si
Javier Garcia,29,Medicina,5.85,Si
Pedro Rodriguez,21,Derecho,9.1,No
Sofia Garcia,21,Quimica,3.47,No
Elena Martinez,29,Quimica,6.48,Si
Elena Lopez,29,Biologia,0.23,Si
Javier Rodriguez,29,Quimica,4.52,Si
Javier Garcia,25,Economia,8.01,No
Sofia Perez,25,Medicina,4.76,No
Laura Lopez,29,Economia,8.71,Si
Javier Perez,28,Matematicas,6.92,Si
Elena Perez,24,Medicina,8.92,Si
Pedro Perez,23,Quimica,5.26,No
Luis Martinez,26,Quimica,9.07,Si
Maria Rodriguez,19,Medicina,5.37,Si
Maria Martinez,22,Economia,7.82,No
Elena Garcia,18,Economia,8.26,Si
Maria Martinez,30,Medicina,9.26,Si
Luis Perez,26,Ingenieria,1.37,Si
Juan Lopez,21,Economia,1.58,No
Pedro Perez,29,Historia,7.18,Si
Javier Garcia,24,Derecho,0.33,Si
Ana Lopez,22,Historia,3.64,No
Elena Lopez,26,Derecho,7.41,No
Luis Lopez,18,Ingenieria,0.48,No
Luis Rodriguez,25,Historia,8.91,Si
Luis Martinez,19,Ingenieria,5.93,Si
Ana Rodriguez,18,Quimica,2.95,Si
Juan Rodriguez,18,Arte,4.62,Si
Maria Perez,21,Medicina,1.82,No
Javier Perez,19,Economia,1.15,No
Laura Lopez,25,Derecho,0.38,Si
Ana Perez,29,Derecho,1.69,No
Elena Rodriguez,26,Fisica,2.5,Si
Elena Rodriguez,24,Matematicas,8.72,No
Laura Martinez,23,Biologia,5.33,No
Ana Garcia,29,Arte,5.09,No
Carlos Rodriguez,27,Historia,4.85,Si
Elena Lopez,29,Biologia,4.78,Si
Luis Perez,30,Quimica,4.39,No
Ana Perez,22,Biologia,1.55,Si
Maria Garcia,23,Fisica,3.34,No
Luis Martinez,28,Economia,1.87,Si
Sofia Garcia,21,Derecho,3.52,No
Carlos Martinez,20,Ingenieria,9.63,Si
Sofia Garcia,18,Biologia,9.55,No
Juan Garcia,28,Biologia,7.26,Si
Laura Lopez,29,Economia,7.63,Si
Luis Garcia,29,Fisica,2.75,No
Carlos Garcia,29,Economia,9.76,Si
Elena Garcia,28,Derecho,7.88,No
Elena Garcia,26,Ingenieria,8.78,No
Maria Rodriguez,21,Historia,7.25,Si
Maria Perez,18,Fisica,5.79,No
Carlos Rodriguez,29,Medicina,7.45,No
Carlos Perez,21,Economia,3.0,No
Sofia Garcia,23,Arte,8.01,Si
Ana Lopez,27,Fisica,2.96,No
Sofia Perez,23,Ingenieria,9.37,Si
Juan Perez,27,Historia,4.1,Si
Pedro Lopez,28,Quimica,3.53,Si
Elena Rodriguez,24,Quimica,5.49,No
Pedro Garcia,28,Medicina,7.57,No
Juan Lopez,23,Ingenieria,3.74,Si
Javier Perez,30,Medicina,3.25,No
Luis Garcia,22,Economia,0.66,No
Pedro Martinez,23,Fisica,7.43,No
Carlos Perez,30,Medicina,8.05,Si
Maria Rodriguez,19,Quimica,3.2,No
Carlos Perez,20,Arte,7.49,No
Maria Lopez,20,Quimica,0.41,Si
Pedro Garcia,29,Quimica,2.71,Si
Luis Perez,22,Medicina,5.53,Si
Juan Lopez,27,Biologia,8.86,Si
Luis Martinez,18,Arte,6.29,Si
Pedro Rodriguez,24,Quimica,5.4,Si
Elena Perez,26,Derecho,3.04,Si
Javier Garcia,22,Ingenieria,9.2,Si
Luis Lopez,25,Biologia,6.23,No
Luis Garcia,22,Arte,0.13,No
Pedro Lopez,28,Historia,0.37,No
Sofia Garcia,19,Economia,0.55,No
Carlos Garcia,27,Economia,6.32,No
Juan Perez,28,Quimica,4.05,No
Maria Perez,21,Fisica,7.5,No
Ana Garcia,18,Derecho,7.64,No
Maria Perez,21,Fisica,0.57,No
Elena Rodriguez,23,Biologia,3.68,No
Juan Garcia,19,Arte,8.62,Si
Juan Perez,21,Quimica,2.15,No
Carlos Martinez,25,Derecho,9.09,No
Maria Garcia,19,Medicina,1.01,Si
Pedro Martinez,28,Quimica,6.94,Si
Juan Garcia,27,Medicina,8.09,No
Luis Martinez,18,Medicina,4.58,Si
Sofia Rodriguez,24,Historia,3.34,Si
Maria Martinez,27,Derecho,5.22,No
Juan Perez,21,Arte,1.59,No
Luis Garcia,28,Historia,8.95,Si
Juan Rodriguez,27,Biologia,6.48,Si
Sofia Martinez,24,Matematicas,1.16,Si
Javier Rodriguez,18,Fisica,1.82,No
Maria Rodriguez,30,Biologia,0.73,No
Juan Lopez,18,Historia,0.52,Si
Juan Martinez,23,Quimica,5.74,Si
Luis Rodriguez,23,Historia,7.81,No
Ana Martinez,30,Medicina,7.54,No
Carlos Lopez,28,Quimica,4.26,Si
Pedro Perez,29,Ingenieria,3.67,Si
Sofia Lopez,20,Matematicas,5.22,No
Elena Garcia,22,Arte,4.89,No
Juan Perez,21,Economia,2.98,No
Elena Garcia,29,Historia,0.54,No
Carlos Martinez,28,Matematicas,6.2,No
Javier Martinez,19,Medicina,9.01,Si
Javier Lopez,18,Economia,6.41,Si
Ana Lopez,29,Matematicas,2.56,No
Sofia Martinez,21,Quimica,7.09,No
Carlos Perez,19,Fisica,0.69,Si
Laura Lopez,19,Medicina,1.85,Si
Sofia Lopez,21,Arte,1.98,Si
Sofia Martinez,22,Fisica,6.49,Si
Maria Martinez,26,Fisica,6.19,No
Ana Perez,24,Economia,6.46,No
Juan Lopez,23,Arte,5.85,No
Pedro Lopez,20,Biologia,5.83,Si
Luis Rodriguez,29,Fisica,4.69,Si
Pedro Lopez,26,Medicina,8.49,Si
Juan Martinez,19,Historia,7.98,No
Pedro Rodriguez,26,Economia,4.33,Si
Pedro Lopez,21,Derecho,9.35,No
Pedro Garcia,19,Biologia,6.04,Si
Javier Martinez,25,Biologia,7.49,Si
Javier Garcia,19,Historia,7.66,No
Laura Rodriguez,22,Arte,2.67,No
Laura Perez,24,Matematicas,6.68,Si
Javier Martinez,29,Historia,0.29,No
Maria Garcia,27,Quimica,0.23,No
Pedro Perez,21,Economia,0.15,Si
Javier Perez,22,Derecho,9.88,No
Laura Garcia,18,Derecho,6.52,Si
Sofia Lopez,19,Arte,6.56,No
Sofia Garcia,27,Arte,0.94,Si
Maria Perez,21,Economia,1.64,No
Pedro Martinez,18,Biologia,6.53,No
Sofia Rodriguez,27,Economia,7.18,No
Javier Lopez,19,Economia,0.77,No
Pedro Garcia,29,Biologia,8.22,No
Laura Garcia,23,Matematicas,9.3,Si
Elena Lopez,24,Fisica,5.68,Si
Sofia Lopez,19,Historia,1.63,No
Ana Martinez,22,Historia,3.47,No
Javier Garcia,21,Quimica,3.7,Si
Pedro Rodriguez,27,Matematicas,3.01,Si
Elena Garcia,26,Fisica,5.85,No
Carlos Perez,21,Ingenieria,4.58,Si
Ana Lopez,30,Fisica,8.75,No
Juan Garcia,27,Ingenieria,0.53,No
Carlos Rodriguez,20,Matematicas,8.6,Si
Ana Rodriguez,27,Historia,1.45,No
Maria Garcia,18,Derecho,2.84,Si
Ana Garcia,19,Medicina,9.58,No
Ana Perez,20,Matematicas,1.99,Si
Ana Rodriguez,30,Matematicas,0.11,No
Luis Rodriguez,25,Arte,6.12,Si
Maria Martinez,29,Economia,6.03,Si
Luis Rodriguez,27,Ingenieria,9.51,Si
Javier Martinez,27,Arte,7.9,No
Luis Martinez,24,Economia,7.24,Si
Sofia Perez,30,Biologia,7.36,Si
Sofia Rodriguez,24,Biologia,2.75,Si
Maria Perez,20,Medicina,3.64,Si
Javier Garcia,18,Derecho,9.01,No
Carlos Garcia,30,Arte,8.94,No
Pedro Rodriguez,18,Biologia,6.58,Si
Juan Perez,28,Quimica,3.39,Si
Sofia Lopez,27,Historia,1.62,No
Pedro Lopez,28,Quimica,0.36,Si
Luis Garcia,30,Fisica,4.62,No
Elena Garcia,20,Medicina,4.44,Si
Juan Lopez,20,Biologia,7.15,No
Carlos Lopez,29,Historia,0.38,Si
Javier Martinez,24,Fisica,2.25,Si
Laura Perez,27,Fisica,0.73,No
Maria Perez,20,Matematicas,3.08,Si
Pedro Garcia,26,Biologia,2.3,No
Elena Perez,22,Historia,6.79,Si
Javier Garcia,26,Economia,7.88,Si
Luis Garcia,22,Economia,9.67,Si
Juan Garcia,19,Biologia,5.27,Si
Maria Garcia,28,Economia,3.23,Si
Sofia Martinez,27,Derecho,1.59,Si
Maria Rodriguez,29,Ingenieria,8.42,Si
Sofia Perez,22,Medicina,7.79,Si
Elena Rodriguez,30,Biologia,4.19,No
Carlos Rodriguez,29,Medicina,3.46,No
Juan Lopez,30,Medicina,6.06,Si
Pedro Martinez,20,Quimica,9.64,Si
Javier Rodriguez,24,Economia,9.27,No
Sofia Garcia,18,Derecho,7.71,Si
Carlos Martinez,20,Matematicas,2.23,Si
Elena Lopez,19,Historia,8.6,No
Elena Perez,25,Quimica,6.66,No
Elena Garcia,25,Medicina,5.56,No
Sofia Perez,22,Economia,4.92,Si
Sofia Rodriguez,27,Matematicas,6.92,No
Javier Rodriguez,20,Historia,1.96,No
Luis Rodriguez,24,Historia,5.44,Si
Luis Perez,30,Ingenieria,1.71,No
Carlos Rodriguez,21,Historia,7.95,Si
Pedro Rodriguez,30,Ingenieria,8.85,No
Laura Lopez,25,Medicina,0.92,No
Laura Rodriguez,19,Quimica,4.65,Si
Maria Martinez,28,Derecho,5.56,No
Laura Lopez,22,Matematicas,2.75,No
Juan Lopez,27,Medicina,2.65,No
Javier Perez,24,Derecho,8.03,Si
Sofia Garcia,21,Quimica,3.23,No
Elena Martinez,29,Arte,8.14,No
Carlos Martinez,30,Medicina,1.8,No
Laura Garcia,25,Quimica,7.17,No
Ana Lopez,24,Economia,3.97,No
Luis Garcia,28,Fisica,5.29,No
Sofia Lopez,30,Biologia,8.66,No
Javier Martinez,21,Ingenieria,6.48,Si
Laura Rodriguez,25,Medicina,8.38,Si
Luis Lopez,19,Matematicas,0.46,Si
Sofia Martinez,20,Derecho,2.0,Si
Sofia Martinez,28,Biologia,0.47,Si
Elena Garcia,20,Quimica,7.46,No
Juan Garcia,27,Quimica,7.53,No
Pedro Martinez,28,Ingenieria,7.52,No
Carlos Rodriguez,23,Matematicas,9.62,No
Juan Garcia,21,Fisica,7.33,No
Maria Rodriguez,24,Ingenieria,4.01,Si
Pedro Rodriguez,19,Medicina,2.29,Si
Luis Garcia,27,Biologia,4.73,No
Carlos Lopez,28,Biologia,2.42,Si
Sofia Martinez,24,Medicina,0.33,No
Juan Rodriguez,28,Derecho,6.13,Si
Javier Garcia,25,Quimica,3.78,Si
Javier Martinez,25,Matematicas,7.68,Si
Javier Garcia,25,Fisica,0.73,No
Laura Martinez,20,Economia,3.83,No
Javier Rodriguez,27,Medicina,6.86,No
Luis Garcia,22,Medicina,1.33,Si
Javier Perez,30,Economia,1.04,Si
Elena Garcia,26,Biologia,0.1,No
Maria Martinez,27,Fisica,9.8,No
Maria Garcia,29,Economia,5.94,No
Elena Perez,22,Ingenieria,1.63,No
Ana Perez,28,Biologia,9.75,No
Maria Perez,27,Arte,8.9,Si
Carlos Garcia,19,Quimica,8.23,Si
Maria Rodriguez,20,Quimica,0.9,No
Maria Lopez,25,Quimica,5.85,No
Juan Garcia,23,Ingenieria,7.84,No
Ana Martinez,29,Ingenieria,2.43,No
Pedro Martinez,26,Historia,3.42,Si
Juan Rodriguez,23,Arte,8.31,No
Javier Lopez,27,Fisica,8.63,Si
Ana Martinez,22,Economia,0.4,Si
Elena Lopez,24,Derecho,4.58,No
Elena Garcia,19,Ingenieria,8.84,No
Sofia Garcia,18,Derecho,4.04,Si
Luis Martinez,24,Fisica,8.85,Si
Javier Rodriguez,24,Historia,3.3,Si
Javier Rodriguez,24,Historia,6.49,Si
Sofia Rodriguez,21,Derecho,8.45,Si
Maria Martinez,18,Quimica,4.83,Si
Maria Lopez,18,Historia,7.3,Si
Laura Rodriguez,23,Economia,0.66,Si
Luis Lopez,30,Fisica,1.67,No
Carlos Lopez,19,Biologia,9.88,No
Maria Lopez,18,Economia,8.61,Si
Ana Rodriguez,20,Economia,2.6,Si
Maria Garcia,27,Biologia,5.98,Si
Elena Rodriguez,24,Medicina,6.66,No
Juan Martinez,30,Fisica,1.18,Si
Luis Rodriguez,19,Matematicas,4.17,Si
Sofia Martinez,28,Matematicas,2.8,Si
Javier Martinez,30,Historia,7.63,Si
Carlos Perez,29,Derecho,0.45,No
Pedro Lopez,22,Quimica,1.79,Si
Maria Garcia,19,Ingenieria,8.56,No
Juan Garcia,20,Derecho,2.6,Si
Juan Martinez,30,Quimica,5.23,Si
Luis Perez,29,Historia,8.19,Si
Luis Garcia,18,Arte,6.0,Si
Laura Martinez,27,Matematicas,1.44,Si
Laura Garcia,19,Matematicas,8.76,No
Elena Garcia,18,Quimica,4.17,Si
Pedro Lopez,26,Historia,1.45,Si
Elena Rodriguez,19,Arte,8.77,Si
Laura Perez,30,Fisica,1.73,Si
Ana Rodriguez,27,Fisica,9.52,Si
Carlos Martinez,26,Medicina,7.79,No
Laura Garcia,21,Ingenieria,2.64,Si
Sofia Garcia,18,Arte,1.76,No
Javier Lopez,21,Economia,2.36,Si
Sofia Perez,30,Historia,0.81,No
Juan Lopez,30,Historia,9.08,No
Ana Lopez,27,Biologia,5.17,No
Javier Perez,30,Biologia,1.88,No
Pedro Martinez,18,Arte,6.42,Si
Laura Rodriguez,18,Matematicas,6.99,Si
Luis Garcia,25,Matematicas,7.02,No
Javier Rodriguez,25,Medicina,3.17,No
Carlos Rodriguez,20,Matematicas,2.82,Si
Maria Rodriguez,18,Fisica,5.37,Si
Carlos Martinez,26,Quimica,7.99,Si
Maria Martinez,27,Fisica,7.3,Si
Juan Lopez,25,Fisica,7.08,No
Laura Perez,30,Fisica,7.69,No
Javier Perez,25,Matematicas,6.35,Si
Pedro Martinez,23,Economia,6.58,Si
Sofia Garcia,23,Fisica,6.5,Si
Maria Lopez,19,Historia,1.63,No
Juan Lopez,27,Matematicas,3.5,Si
Ana Lopez,27,Fisica,4.25,Si
Juan Lopez,27,Biologia,7.55,Si
Carlos Martinez,29,Arte,5.7,Si
Ana Rodriguez,19,Economia,0.72,No
Carlos Garcia,23,Matematicas,7.03,No
Carlos Garcia,29,Economia,1.86,Si
Elena Garcia,27,Fisica,5.98,No
Elena Lopez,24,Biologia,5.79,Si
Maria Perez,26,Fisica,6.85,No
Javier Martinez,30,Matematicas,2.51,No
Carlos Garcia,30,Historia,9.51,Si
Maria Martinez,28,Matematicas,7.59,Si
Maria Martinez,23,Derecho,1.67,No
Ana Rodriguez,19,Arte,2.38,No
Pedro Perez,27,Derecho,4.43,Si
Elena Perez,23,Fisica,7.15,Si
Sofia Lopez,20,Economia,6.7,No
Carlos Rodriguez,28,Historia,3.66,Si
Ana Martinez,29,Arte,2.8,No
Sofia Rodriguez,20,Derecho,3.55,Si
Carlos Garcia,26,Derecho,0.88,No
Luis Garcia,26,Derecho,1.69,No
Carlos Lopez,19,Derecho,2.18,No
Maria Garcia,28,Matematicas,4.18,Si
Javier Rodriguez,28,Ingenieria,5.75,No
Ana Martinez,28,Economia,9.97,Si
Laura Rodriguez,23,Matematicas,8.55,No
Javier Garcia,25,Arte,6.87,No
Maria Perez,18,Derecho,9.71,Si
Juan Martinez,26,Economia,3.92,Si
Sofia Rodriguez,30,Biologia,2.89,No
Carlos Martinez,25,Arte,4.62,No
Javier Perez,27,Derecho,7.85,No
Luis Rodriguez,18,Economia,9.71,Si
Elena Garcia,22,Fisica,7.93,No
Ana Lopez,20,Matematicas,5.84,No
Carlos Martinez,29,Matematicas,4.57,Si
Javier Rodriguez,28,Biologia,4.27,Si
Carlos Garcia,23,Biologia,6.24,Si
Carlos Perez,19,Quimica,9.95,No
Ana Martinez,25,Ingenieria,5.69,No
Ana Martinez,26,Quimica,3.46,No
Carlos Martinez,19,Derecho,0.75,No
Elena Rodriguez,24,Ingenieria,9.77,No
Maria Perez,19,Quimica,2.69,Si
Carlos Garcia,29,Arte,1.84,Si
Javier Rodriguez,21,Arte,8.58,No
Carlos Lopez,28,Derecho,9.21,No
Laura Rodriguez,23,Quimica,6.9,No
Pedro Rodriguez,27,Ingenieria,9.17,No
Juan Rodriguez,22,Medicina,8.01,Si
Sofia Lopez,18,Economia,0.38,No
Elena Perez,25,Economia,1.25,Si
Sofia Martinez,26,Ingenieria,1.42,No
Pedro Garcia,21,Matematicas,3.2,No
Javier Perez,20,Biologia,5.4,Si
Sofia Garcia,18,Historia,0.85,Si
Sofia Perez,30,Derecho,5.95,Si
Luis Martinez,23,Medicina,0.96,Si
Maria Perez,29,Fisica,5.69,No
Juan Rodriguez,28,Ingenieria,8.21,No
Pedro Lopez,19,Derecho,9.37,Si
Maria Lopez,19,Biologia,0.41,No
Elena Martinez,26,Biologia,5.7,No
Ana Garcia,24,Matematicas,8.61,No
Ana Rodriguez,26,Derecho,5.17,Si
Maria Lopez,30,Matematicas,3.44,No
Carlos Perez,19,Ingenieria,5.78,No
Javier Perez,24,Derecho,8.83,No
Maria Martinez,18,Historia,2.01,Si
Luis Martinez,21,Biologia,7.93,Si
Luis Perez,30,Biologia,1.59,Si
Ana Martinez,27,Economia,4.09,Si
Maria Garcia,22,Fisica,9.46,No
Luis Perez,27,Quimica,3.48,Si
Maria Rodriguez,29,Matematicas,9.94,No
Elena Perez,30,Fisica,8.41,No
Javier Rodriguez,29,Fisica,1.89,Si
Juan Martinez,29,Matematicas,6.62,No
Elena Perez,20,Fisica,4.18,Si
Maria Rodriguez,19,Ingenieria,8.64,No
Maria Martinez,29,Arte,5.77,Si
Carlos Garcia,22,Fisica,0.01,No
Sofia Rodriguez,28,Historia,6.7,Si
Elena Lopez,25,Ingenieria,4.66,No
Ana Martinez,27,Economia,1.04,Si
Luis Martinez,30,Biologia,8.25,No
Javier Perez,27,Arte,9.43,Si
Ana Martinez,22,Derecho,5.62,No
Maria Perez,26,Medicina,0.62,No
Pedro Lopez,23,Fisica,7.27,Si
Maria Garcia,20,Quimica,7.2,No
Elena Lopez,21,Historia,6.83,Si
Maria Rodriguez,22,Derecho,0.16,No
Luis Lopez,30,Biologia,0.05,Si
Ana Rodriguez,25,Economia,3.92,No
Laura Martinez,21,Economia,5.64,No
Elena Lopez,21,Matematicas,7.65,No
Juan Martinez,21,Derecho,4.04,Si
Carlos Lopez,29,Biologia,9.75,No
Javier Garcia,29,Medicina,9.54,No
Luis Rodriguez,25,Arte,8.58,Si
Maria Garcia,20,Matematicas,9.25,No
Javier Perez,28,Derecho,4.01,Si
Pedro Perez,21,Derecho,3.8,Si
Pedro Rodriguez,18,Derecho,4.41,Si
Juan Garcia,20,Quimica,1.59,No
Juan Rodriguez,21,Matematicas,0.55,Si
Elena Rodriguez,22,Fisica,8.41,Si
Pedro Rodriguez,25,Quimica,0.02,No
Javier Garcia,19,Ingenieria,4.14,Si
Ana Garcia,21,Medicina,8.45,No
Juan Martinez,18,Medicina,7.01,Si
Luis Garcia,22,Quimica,7.97,No
Sofia Garcia,22,Biologia,2.23,No
Ana Rodriguez,23,Quimica,6.52,No
Elena Garcia,18,Ingenieria,2.78,Si
Sofia Martinez,25,Arte,6.73,Si
Juan Rodriguez,27,Fisica,1.88,Si
Luis Lopez,24,Historia,3.57,No
Pedro Perez,21,Arte,7.46,No
Javier Martinez,28,Biologia,7.72,Si
Sofia Lopez,22,Quimica,7.64,No
Carlos Rodriguez,21,Derecho,8.82,No
Juan Perez,29,Economia,3.0,No
Sofia Rodriguez,24,Economia,4.16,No
Luis Lopez,18,Medicina,1.52,No
Carlos Perez,30,Fisica,6.15,No
Carlos Garcia,24,Quimica,7.44,Si
Javier Rodriguez,21,Economia,4.17,No
Luis Rodriguez,25,Historia,1.5,No
Carlos Perez,29,Historia,0.08,No
Ana Perez,23,Arte,8.92,No
Luis Rodriguez,30,Biologia,8.53,Si
Maria Perez,26,Arte,5.02,Si
Javier Lopez,20,Biologia,9.35,Si
Luis Perez,23,Matematicas,2.86,Si
Maria Lopez,24,Economia,1.77,Si
Ana Garcia,28,Biologia,0.53,Si
Pedro Martinez,26,Matematicas,0.2,No
Luis Rodriguez,19,Ingenieria,6.44,No
Pedro Lopez,28,Medicina,8.69,No
Pedro Garcia,20,Derecho,2.23,Si
Laura Lopez,18,Biologia,6.37,Si
Pedro Garcia,24,Economia,7.26,Si
Luis Perez,20,Fisica,2.1,No
Luis Garcia,26,Historia,4.97,No
Elena Rodriguez,18,Historia,5.46,No
Sofia Lopez,29,Ingenieria,6.98,Si
Elena Perez,27,Economia,6.93,Si
Luis Garcia,23,Arte,6.26,Si
Juan Martinez,21,Arte,1.72,Si
Luis Perez,29,Economia,7.09,No
Juan Lopez,18,Biologia,6.77,Si
Ana Garcia,18,Ingenieria,7.91,No
Juan Garcia,27,Medicina,2.27,No
Sofia Garcia,23,Historia,7.49,No
Luis Rodriguez,26,Historia,5.34,Si
Luis Garcia,23,Matematicas,0.52,No
Elena Perez,24,Medicina,5.66,No
Maria Lopez,22,Historia,4.46,No
Elena Perez,27,Quimica,9.94,Si
Laura Rodriguez,21,Economia,7.01,Si
Luis Lopez,25,Matematicas,1.94,Si
Elena Rodriguez,22,Biologia,6.5,No
Sofia Lopez,25,Arte,4.48,No
Sofia Garcia,29,Arte,2.32,Si
Elena Martinez,24,Matematicas,3.27,Si
Javier Perez,22,Fisica,7.73,No
Luis Lopez,25,Biologia,2.59,Si
Carlos Rodriguez,26,Quimica,1.81,Si
Juan Martinez,23,Historia,2.84,No
Ana Garcia,27,Biologia,2.04,Si
Maria Garcia,28,Matematicas,5.38,Si
Elena Rodriguez,30,Matematicas,2.11,Si
Maria Perez,20,Ingenieria,2.82,No
Pedro Perez,19,Biologia,7.08,No
Luis Garcia,19,Matematicas,4.77,Si
Maria Perez,20,Biologia,9.65,Si
Javier Garcia,23,Medicina,6.1,Si
Luis Perez,30,Economia,2.05,No
Luis Rodriguez,24,Ingenieria,0.73,Si
Maria Perez,20,Ingenieria,1.4,No
Sofia Rodriguez,18,Biologia,6.76,No
Ana Martinez,29,Fisica,0.92,No
Luis Perez,18,Medicina,5.8,Si
Carlos Rodriguez,30,Fisica,1.42,Si
Ana Garcia,27,Matematicas,1.36,No
Sofia Perez,18,Derecho,5.97,No
Juan Martinez,30,Historia,5.89,Si
Javier Lopez,24,Fisica,4.8,Si
Javier Perez,24,Medicina,5.64,Si
Elena Perez,24,Matematicas,4.86,Si
Javier Martinez,20,Economia,5.35,Si
Sofia Lopez,23,Quimica,8.57,No
Carlos Perez,29,Ingenieria,2.19,Si
Sofia Rodriguez,20,Arte,7.46,Si
Ana Perez,25,Biologia,8.86,No
Carlos Rodriguez,21,Biologia,5.39,No
Carlos Perez,29,Fisica,9.84,Si
Sofia Lopez,24,Ingenieria,8.44,Si
Maria Lopez,19,Ingenieria,8.51,No
Javier Martinez,24,Historia,5.16,Si
Sofia Lopez,26,Ingenieria,7.25,No
Sofia Lopez,30,Medicina,6.97,Si
Maria Perez,22,Matematicas,1.87,Si
Javier Perez,26,Economia,8.83,No
Javier Rodriguez,18,Historia,3.43,Si
Pedro Martinez,27,Quimica,0.82,No
Luis Rodriguez,25,Historia,0.42,No
Javier Perez,29,Medicina,5.65,Si
Carlos Lopez,18,Arte,6.3,No
Ana Garcia,30,Medicina,9.85,No
Ana Martinez,30,Medicina,1.21,No
Juan Rodriguez,30,Medicina,1.2,No
Pedro Martinez,20,Medicina,4.96,No
Juan Garcia,29,Quimica,3.09,Si
Elena Garcia,23,Derecho,9.3,No
Elena Rodriguez,30,Matematicas,9.21,Si
Carlos Lopez,19,Economia,3.76,Si
Sofia Garcia,22,Quimica,8.59,Si
Elena Perez,28,Historia,5.35,Si
Javier Rodriguez,29,Historia,2.81,Si
Ana Perez,21,Medicina,0.92,No
Pedro Lopez,21,Ingenieria,4.64,Si
Elena Perez,30,Economia,0.55,Si
Laura Rodriguez,27,Biologia,2.73,No
Sofia Garcia,26,Matematicas,6.83,Si
Sofia Rodriguez,25,Historia,9.16,No
Maria Lopez,25,Quimica,1.3,No
Carlos Martinez,20,Biologia,8.63,No
Carlos Perez,21,Quimica,1.34,No
Maria Lopez,28,Economia,0.48,No
Elena Rodriguez,28,Derecho,9.69,Si
Javier Garcia,22,Historia,0.67,Si
Juan Garcia,21,Medicina,7.21,Si
Sofia Perez,18,Derecho,5.14,Si
Ana Lopez,18,Arte,3.35,Si
Pedro Martinez,27,Historia,0.97,No
Laura Lopez,25,Biologia,1.68,No
Javier Perez,25,Matematicas,2.31,No
Carlos Martinez,21,Historia,0.77,Si
Elena Rodriguez,23,Quimica,4.44,Si
Javier Martinez,24,Ingenieria,3.61,No
Ana Rodriguez,21,Economia,5.16,No
Pedro Rodriguez,18,Quimica,7.95,No
Elena Garcia,30,Biologia,8.7,Si
Luis Rodriguez,18,Arte,0.4,Si
Carlos Martinez,24,Medicina,4.7,Si
Pedro Martinez,20,Derecho,3.43,Si
Laura Martinez,26,Biologia,9.86,No
Ana Perez,21,Historia,0.87,No
Laura Perez,18,Medicina,1.44,No
Pedro Garcia,28,Historia,3.42,No
Ana Martinez,22,Medicina,7.5,No
Laura Garcia,26,Economia,7.23,Si
Javier Martinez,23,Economia,9.22,No
Laura Rodriguez,21,Economia,3.4,No
Carlos Perez,30,Arte,0.77,Si
Sofia Lopez,27,Matematicas,6.83,No
Luis Perez,22,Matematicas,7.38,No
Maria Perez,27,Ingenieria,4.65,No
Elena Lopez,19,Fisica,1.05,No
Luis Rodriguez,22,Economia,5.78,No
Javier Perez,19,Quimica,1.31,No
Carlos Lopez,28,Biologia,7.07,Si
Javier Garcia,27,Quimica,6.6,No
Luis Perez,26,Arte,1.72,Si
Ana Lopez,27,Fisica,1.4,Si
Sofia Lopez,25,Arte,2.94,No
Javier Martinez,25,Biologia,3.81,No
Juan Garcia,22,Medicina,4.59,No
Ana Martinez,28,Fisica,7.88,Si
Luis Martinez,30,Arte,8.09,No
Carlos Rodriguez,29,Historia,4.62,Si
Sofia Lopez,28,Fisica,6.25,Si
Javier Lopez,29,Quimica,9.23,No
Javier Lopez,19,Fisica,7.8,No
Pedro Rodriguez,20,Fisica,2.16,No
Pedro Garcia,30,Economia,9.87,Si
Pedro Martinez,30,Quimica,4.59,Si
Carlos Rodriguez,29,Fisica,6.82,Si
Luis Lopez,28,Matematicas,7.26,No
Pedro Garcia,22,Biologia,5.01,Si
Pedro Garcia,18,Medicina,4.3,Si
Carlos Perez,27,Historia,2.72,No
Luis Rodriguez,21,Derecho,1.71,No
Carlos Martinez,28,Derecho,8.3,No
Maria Lopez,22,Matematicas,4.29,Si
Juan Garcia,18,Economia,9.36,Si
Laura Martinez,24,Medicina,0.17,No
Pedro Martinez,29,Fisica,9.15,No
Carlos Garcia,20,Quimica,9.68,No
Pedro Martinez,22,Medicina,4.21,No
Elena Rodriguez,23,Fisica,6.02,Si
Maria Rodriguez,28,Derecho,9.32,Si
Sofia Martinez,18,Fisica,1.87,No
Laura Perez,20,Economia,1.6,Si
Juan Perez,21,Fisica,9.31,Si
Luis Martinez,29,Medicina,3.72,No
Pedro Perez,21,Biologia,1.5,No
Maria Rodriguez,30,Economia,2.34,Si
Carlos Perez,23,Matematicas,7.44,Si
Luis Perez,27,Quimica,7.91,No
Luis Lopez,28,Ingenieria,7.9,Si
Carlos Lopez,22,Quimica,6.89,No
Pedro Martinez,25,Matematicas,2.79,No
